side,temp,obs,mean,var,var_ci80_low,var_ci80_high,var_ci95_low,var_ci95_high,tau
90,2.18919,magnet,0.798188698412699,0.00104678025848072,0.00102072920623537,0.0010735542501223,0.00100767741016467,0.00108656394492771,33.7948213992861
32,2.19419,energy,-1.5430594012605,0.00633941812575969,0.00629868982401319,0.00638484407979573,0.00627410968738281,0.00640792829809641,8.46929985305098
32,2.19419,magnet,0.792993566176471,0.00816016230091732,0.00789683809943591,0.00840980107699494,0.007757499530557,0.00855091023065976,27.5137680220788
45,2.19419,energy,-1.54787219294157,0.0032618520502341,0.00323687873772375,0.00328516485467586,0.00322637620063762,0.00330018401816326,9.01230892495367
45,2.19419,magnet,0.791914831550035,0.00450453556811022,0.00430521899772171,0.00468320395374569,0.00421444546643997,0.00477719055937972,36.9107165769585
64,2.19419,energy,-1.61483483993072,0.00158298569371347,0.00157198355331026,0.00159441355546208,0.00156555341797541,0.00159971982452414,8.57751655084487
64,2.19419,magnet,0.792806564012554,0.00214588843177113,0.00208802085358287,0.00220213475175543,0.00205521433892365,0.00223230926262083,29.5149901127853
90,2.19419,energy,-1.54540216370993,0.000809371783530131,0.000803580195373107,0.000815011739309612,0.000800416740234321,0.000818251673422197,8.45230119277792
90,2.19419,magnet,0.793086745098039,0.00106212305351298,0.00104189190663107,0.00108193603071966,0.00103214791785095,0.00109522728715923,27.7567654807529
32,2.19919,energy,-1.5478843487395,0.00658994060127197,0.00654648824660071,0.00663511201464573,0.00652129902148933,0.00665939650974183,8.42943456066462
32,2.19919,magnet,0.78693757510378,0.00878785426805556,0.00853652125594508,0.00904904565570808,0.00838530942898474,0.00917404583626294,25.6373306759533
45,2.19919,energy,-1.58640251335556,0.00333671317943673,0.00331370639532603,0.00335838009253042,0.00330319975709611,0.00337362621319363,8.94070575183923
45,2.19919,magnet,0.786218502459301,0.00471336074960431,0.00456989902402873,0.00486354599329799,0.00445687217458577,0.00492805221603769,29.7270183285831
64,2.19919,energy,-1.54733961397059,0.00167271599685533,0.00166025953243646,0.00168605652783168,0.00165382947941145,0.00169279590694372,10.0132023645739
64,2.19919,magnet,0.784982398424527,0.00269115343524892,0.00259931487551061,0.00278297252403866,0.00254818405061624,0.00283272826942447,37.695176992781
